Location|Position|Local Time|Conditions Time|Temperature|Pressure|Humidity
Strathfield|-33.88,151.08,38|2017-08-27 12:00:00|Sunny|17.02|1016.16|39
Strathfield|-33.88,151.08,38|2017-08-27 13:00:00|Sunny|17.68|1015.49|37
Strathfield|-33.88,151.08,38|2017-08-27 14:00:00|Sunny|17.67|1015.19|39
Strathfield|-33.88,151.08,38|2017-08-27 15:00:00|Rain|17.08|1015.16|42
Strathfield|-33.88,151.08,38|2017-08-27 16:00:00|Rain|16.01|1015.43|47
Strathfield|-33.88,151.08,38|2017-08-27 17:00:00|Rain|14.21|1016.18|54
Strathfield|-33.88,151.08,38|2017-08-27 18:00:00|Rain|11.91|1017.25|63
Strathfield|-33.88,151.08,38|2017-08-27 19:00:00|Rain|9.96|1018.15|70
Strathfield|-33.88,151.08,38|2017-08-27 20:00:00|Rain|8.96|1018.72|72
Strathfield|-33.88,151.08,38|2017-08-27 21:00:00|Rain|8.36|1019.13|70
Strathfield|-33.88,151.08,38|2017-08-27 22:00:00|Rain|8.01|1019.38|67
Strathfield|-33.88,151.08,38|2017-08-27 23:00:00|Rain|7.58|1019.48|66
Strathfield|-33.88,151.08,38|2017-08-28 00:00:00|Rain|7.18|1019.42|65
Strathfield|-33.88,151.08,38|2017-08-28 01:00:00|Rain|6.88|1019.33|65
Strathfield|-33.88,151.08,38|2017-08-28 02:00:00|Rain|6.68|1019.18|65
Strathfield|-33.88,151.08,38|2017-08-28 03:00:00|Rain|6.52|1019|65
Strathfield|-33.88,151.08,38|2017-08-28 04:00:00|Rain|6.45|1018.98|65
Strathfield|-33.88,151.08,38|2017-08-28 05:00:00|Sunny|6.47|1019.3|64
Strathfield|-33.88,151.08,38|2017-08-28 06:00:00|Sunny|6.66|1019.81|63
Strathfield|-33.88,151.08,38|2017-08-28 07:00:00|Sunny|7.38|1020.23|61
Strathfield|-33.88,151.08,38|2017-08-28 08:00:00|Sunny|8.86|1020.59|56
Strathfield|-33.88,151.08,38|2017-08-28 09:00:00|Sunny|10.76|1020.88|54
Strathfield|-33.88,151.08,38|2017-08-28 10:00:00|Sunny|12.42|1020.96|50
Strathfield|-33.88,151.08,38|2017-08-28 11:00:00|Sunny|13.72|1020.63|47
Strathfield|-33.88,151.08,38|2017-08-28 12:00:00|Sunny|14.84|1020.1|43
Strathfield|-33.88,151.08,38|2017-08-28 13:00:00|Sunny|15.67|1019.72|41
Strathfield|-33.88,151.08,38|2017-08-28 14:00:00|Sunny|16.11|1019.61|40
Kensington|-33.91,151.22,25|2017-08-26 14:00:00|Sunny|18.74|1021.45|46
Kensington|-33.91,151.22,25|2017-08-26 15:00:00|Sunny|18.76|1020.77|47
Kensington|-33.91,151.22,25|2017-08-26 16:00:00|Sunny|18.37|1020.29|50
Kensington|-33.91,151.22,25|2017-08-26 17:00:00|Sunny|17.47|1020.18|54
Kensington|-33.91,151.22,25|2017-08-26 18:00:00|Sunny|16.09|1020.27|59
Kensington|-33.91,151.22,25|2017-08-26 19:00:00|Sunny|14.73|1020.4|65
Kensington|-33.91,151.22,25|2017-08-26 20:00:00|Sunny|13.63|1020.56|70
Kensington|-33.91,151.22,25|2017-08-26 21:00:00|Sunny|12.71|1020.77|72
Kensington|-33.91,151.22,25|2017-08-26 22:00:00|Sunny|11.97|1020.77|74
Kensington|-33.91,151.22,25|2017-08-26 23:00:00|Sunny|11.29|1020.48|75
Kensington|-33.91,151.22,25|2017-08-27 00:00:00|Sunny|10.61|1020.03|75
Kensington|-33.91,151.22,25|2017-08-27 01:00:00|Sunny|9.95|1019.53|75
Kensington|-33.91,151.22,25|2017-08-27 02:00:00|Rain|9.43|1018.95|76
Kensington|-33.91,151.22,25|2017-08-27 03:00:00|Rain|9.11|1018.34|76
Kensington|-33.91,151.22,25|2017-08-27 04:00:00|Rain|8.83|1017.91|77
Kensington|-33.91,151.22,25|2017-08-27 05:00:00|Rain|8.73|1017.91|77
Kensington|-33.91,151.22,25|2017-08-27 06:00:00|Rain|8.67|1018.11|77
Kensington|-33.91,151.22,25|2017-08-27 07:00:00|Rain|9.04|1018.19|75
Kensington|-33.91,151.22,25|2017-08-27 08:00:00|Rain|10.19|1018.15|69
Kensington|-33.91,151.22,25|2017-08-27 09:00:00|Rain|11.97|1018.04|60
Kensington|-33.91,151.22,25|2017-08-27 10:00:00|Rain|13.7|1017.7|53
Kensington|-33.91,151.22,25|2017-08-27 11:00:00|Rain|15.31|1016.98|47
Kensington|-33.91,151.22,25|2017-08-27 12:00:00|Sunny|16.49|1016.08|43
Kensington|-33.91,151.22,25|2017-08-27 13:00:00|Sunny|16.91|1015.4|42
Kensington|-33.91,151.22,25|2017-08-27 14:00:00|Sunny|16.68|1015.13|45
Kensington|-33.91,151.22,25|2017-08-27 15:00:00|Sunny|16.12|1015.09|49
Kensington|-33.91,151.22,25|2017-08-27 16:00:00|Rain|15.09|1015.37|55
Kensington|-33.91,151.22,25|2017-08-27 17:00:00|Rain|13.55|1016.09|62
Kensington|-33.91,151.22,25|2017-08-27 18:00:00|Rain|11.47|1017.12|71
Kensington|-33.91,151.22,25|2017-08-27 19:00:00|Rain|9.78|1017.99|77
Kensington|-33.91,151.22,25|2017-08-27 20:00:00|Rain|8.88|1018.51|79
Kensington|-33.91,151.22,25|2017-08-27 21:00:00|Rain|8.59|1018.87|76
Kensington|-33.91,151.22,25|2017-08-27 22:00:00|Rain|8.52|1019.1|72
Kensington|-33.91,151.22,25|2017-08-27 23:00:00|Rain|8.33|1019.19|71
Kensington|-33.91,151.22,25|2017-08-28 00:00:00|Rain|8.06|1019.13|70
Kensington|-33.91,151.22,25|2017-08-28 01:00:00|Rain|7.68|1019.03|71
Kensington|-33.91,151.22,25|2017-08-28 02:00:00|Rain|7.29|1018.87|72
Kensington|-33.91,151.22,25|2017-08-28 03:00:00|Rain|7.03|1018.67|73
Kensington|-33.91,151.22,25|2017-08-28 04:00:00|Rain|7.04|1018.64|73
Kensington|-33.91,151.22,25|2017-08-28 05:00:00|Sunny|7.3|1018.95|72
Kensington|-33.91,151.22,25|2017-08-28 06:00:00|Sunny|7.72|1019.43|70
Kensington|-33.91,151.22,25|2017-08-28 07:00:00|Sunny|8.37|1019.86|68
Kensington|-33.91,151.22,25|2017-08-28 08:00:00|Sunny|9.48|1020.24|65
Kensington|-33.91,151.22,25|2017-08-28 09:00:00|Sunny|10.92|1020.56|62
Kensington|-33.91,151.22,25|2017-08-28 10:00:00|Sunny|12.24|1020.7|57
Kensington|-33.91,151.22,25|2017-08-28 11:00:00|Sunny|13.32|1020.42|55
Kensington|-33.91,151.22,25|2017-08-28 12:00:00|Sunny|14.15|1019.95|52
Kensington|-33.91,151.22,25|2017-08-28 13:00:00|Sunny|14.69|1019.61|50
Kensington|-33.91,151.22,25|2017-08-28 14:00:00|Sunny|14.91|1019.55|49
Chatswood|-33.79,151.18,98|2017-08-26 14:00:00|Sunny|19.86|1021.45|42
Chatswood|-33.79,151.18,98|2017-08-26 15:00:00|Sunny|19.48|1020.74|44
Chatswood|-33.79,151.18,98|2017-08-26 16:00:00|Sunny|18.38|1020.28|48
Chatswood|-33.79,151.18,98|2017-08-26 17:00:00|Sunny|16.71|1020.18|55
Chatswood|-33.79,151.18,98|2017-08-26 18:00:00|Sunny|15.01|1020.29|63
Chatswood|-33.79,151.18,98|2017-08-26 19:00:00|Sunny|13.7|1020.43|70
Chatswood|-33.79,151.18,98|2017-08-26 20:00:00|Sunny|12.91|1020.64|73
Chatswood|-33.79,151.18,98|2017-08-26 21:00:00|Sunny|11.94|1020.87|75
Chatswood|-33.79,151.18,98|2017-08-26 22:00:00|Sunny|10.72|1020.9|79
Chatswood|-33.79,151.18,98|2017-08-26 23:00:00|Sunny|9.64|1020.63|81
Chatswood|-33.79,151.18,98|2017-08-27 00:00:00|Sunny|9.01|1020.18|81
Chatswood|-33.79,151.18,98|2017-08-27 01:00:00|Rain|8.79|1019.69|79
Chatswood|-33.79,151.18,98|2017-08-27 02:00:00|Rain|8.66|1019.11|77
Chatswood|-33.79,151.18,98|2017-08-27 03:00:00|Rain|8.21|1018.51|76
Chatswood|-33.79,151.18,98|2017-08-27 04:00:00|Rain|7.38|1018.1|79
Chatswood|-33.79,151.18,98|2017-08-27 05:00:00|Rain|6.72|1018.1|82
Chatswood|-33.79,151.18,98|2017-08-27 06:00:00|Rain|6.61|1018.32|83
Chatswood|-33.79,151.18,98|2017-08-27 07:00:00|Rain|7.54|1018.42|77
Chatswood|-33.79,151.18,98|2017-08-27 08:00:00|Rain|9.54|1018.38|68
Chatswood|-33.79,151.18,98|2017-08-27 09:00:00|Rain|11.86|1018.24|57
Chatswood|-33.79,151.18,98|2017-08-27 10:00:00|Rain|13.69|1017.91|51
Chatswood|-33.79,151.18,98|2017-08-27 11:00:00|Rain|15.07|1017.17|46
Chatswood|-33.79,151.18,98|2017-08-27 12:00:00|Sunny|16.39|1016.22|41
Chatswood|-33.79,151.18,98|2017-08-27 13:00:00|Sunny|17.22|1015.52|39
Chatswood|-33.79,151.18,98|2017-08-27 14:00:00|Sunny|17.49|1015.19|39
Chatswood|-33.79,151.18,98|2017-08-27 15:00:00|Sunny|17.02|1015.11|42
Chatswood|-33.79,151.18,98|2017-08-27 16:00:00|Rain|15.72|1015.35|47
Chatswood|-33.79,151.18,98|2017-08-27 17:00:00|Rain|13.62|1016.07|55
Chatswood|-33.79,151.18,98|2017-08-27 18:00:00|Rain|11.31|1017.12|66
Chatswood|-33.79,151.18,98|2017-08-27 19:00:00|Rain|9.52|1018.02|74
Chatswood|-33.79,151.18,98|2017-08-27 20:00:00|Rain|8.77|1018.6|75
Chatswood|-33.79,151.18,98|2017-08-27 21:00:00|Rain|8.08|1019|74
Chatswood|-33.79,151.18,98|2017-08-27 22:00:00|Rain|7.43|1019.27|73
Chatswood|-33.79,151.18,98|2017-08-27 23:00:00|Rain|6.77|1019.38|73
Chatswood|-33.79,151.18,98|2017-08-28 00:00:00|Rain|6.46|1019.34|72
Chatswood|-33.79,151.18,98|2017-08-28 01:00:00|Rain|6.42|1019.26|70
Chatswood|-33.79,151.18,98|2017-08-28 02:00:00|Rain|6.41|1019.1|68
Chatswood|-33.79,151.18,98|2017-08-28 03:00:00|Rain|6.09|1018.9|69
Chatswood|-33.79,151.18,98|2017-08-28 04:00:00|Rain|5.68|1018.87|71
Chatswood|-33.79,151.18,98|2017-08-28 05:00:00|Sunny|5.48|1019.18|71
Chatswood|-33.79,151.18,98|2017-08-28 06:00:00|Sunny|5.82|1019.69|69
Chatswood|-33.79,151.18,98|2017-08-28 07:00:00|Sunny|6.9|1020.12|65
Chatswood|-33.79,151.18,98|2017-08-28 08:00:00|Sunny|8.69|1020.48|60
Chatswood|-33.79,151.18,98|2017-08-28 09:00:00|Sunny|10.63|1020.78|56
Chatswood|-33.79,151.18,98|2017-08-28 10:00:00|Sunny|12.06|1020.89|53
Chatswood|-33.79,151.18,98|2017-08-28 11:00:00|Sunny|13.11|1020.55|50
Chatswood|-33.79,151.18,98|2017-08-28 12:00:00|Sunny|14.11|1020.04|47
Chatswood|-33.79,151.18,98|2017-08-28 13:00:00|Sunny|15.04|1019.67|45
Chatswood|-33.79,151.18,98|2017-08-28 14:00:00|Sunny|15.56|1019.57|43
