Location|Position|Local Time|Conditions Time|Temperature|Pressure|Humidity
Kangaroo Point|-27.46,153.03,2|2017-08-27 00:00:00|Sunny|12.86|1021.33|84
Kangaroo Point|-27.46,153.03,2|2017-08-27 01:00:00|Rain|12.88|1021.03|82
Kangaroo Point|-27.46,153.03,2|2017-08-27 02:00:00|Rain|12.95|1020.63|80
Kangaroo Point|-27.46,153.03,2|2017-08-27 03:00:00|Rain|12.82|1020.18|80
Kangaroo Point|-27.46,153.03,2|2017-08-27 04:00:00|Rain|12.43|1019.9|81
Kangaroo Point|-27.46,153.03,2|2017-08-27 05:00:00|Rain|12.01|1020.1|83
Kangaroo Point|-27.46,153.03,2|2017-08-27 06:00:00|Rain|11.79|1020.5|84
Kangaroo Point|-27.46,153.03,2|2017-08-27 07:00:00|Rain|12.41|1020.72|81
Kangaroo Point|-27.46,153.03,2|2017-08-27 08:00:00|Rain|14.32|1020.72|74
Kangaroo Point|-27.46,153.03,2|2017-08-27 09:00:00|Sunny|17.02|1020.53|64
Kangaroo Point|-27.46,153.03,2|2017-08-27 10:00:00|Sunny|19.26|1020.06|56
Kangaroo Point|-27.46,153.03,2|2017-08-27 11:00:00|Sunny|20.93|1019.2|49
Kangaroo Point|-27.46,153.03,2|2017-08-27 12:00:00|Sunny|22.09|1018.03|43
Kangaroo Point|-27.46,153.03,2|2017-08-27 13:00:00|Sunny|22.61|1017.08|40
Kangaroo Point|-27.46,153.03,2|2017-08-27 14:00:00|Rain|22.22|1016.38|41
Kangaroo Point|-27.46,153.03,2|2017-08-27 15:00:00|Rain|21.26|1015.86|44
Kangaroo Point|-27.46,153.03,2|2017-08-27 16:00:00|Rain|20.1|1015.65|48
Kangaroo Point|-27.46,153.03,2|2017-08-27 17:00:00|Rain|19.07|1015.85|51
Kangaroo Point|-27.46,153.03,2|2017-08-27 18:00:00|Rain|17.87|1016.36|54
Kangaroo Point|-27.46,153.03,2|2017-08-27 19:00:00|Rain|16.64|1016.81|56
Kangaroo Point|-27.46,153.03,2|2017-08-27 20:00:00|Rain|15.41|1017.2|57
Kangaroo Point|-27.46,153.03,2|2017-08-27 21:00:00|Rain|14.14|1017.56|59
Kangaroo Point|-27.46,153.03,2|2017-08-27 22:00:00|Rain|12.91|1017.74|60
Kangaroo Point|-27.46,153.03,2|2017-08-27 23:00:00|Rain|11.86|1017.66|60
Kangaroo Point|-27.46,153.03,2|2017-08-28 00:00:00|Sunny|11.16|1017.41|60
Kangaroo Point|-27.46,153.03,2|2017-08-28 01:00:00|Sunny|10.86|1017.19|59
Kangaroo Point|-27.46,153.03,2|2017-08-28 02:00:00|Sunny|10.69|1017.03|57
Kangaroo Point|-27.46,153.03,2|2017-08-28 03:00:00|Sunny|10.5|1016.92|57
Kangaroo Point|-27.46,153.03,2|2017-08-28 04:00:00|Sunny|10.25|1017.03|57
Kangaroo Point|-27.46,153.03,2|2017-08-28 05:00:00|Sunny|9.91|1017.6|59
Kangaroo Point|-27.46,153.03,2|2017-08-28 06:00:00|Sunny|9.76|1018.38|57
Kangaroo Point|-27.46,153.03,2|2017-08-28 07:00:00|Sunny|10.57|1018.99|55
Kangaroo Point|-27.46,153.03,2|2017-08-28 08:00:00|Sunny|12.86|1019.31|48
Kangaroo Point|-27.46,153.03,2|2017-08-28 09:00:00|Sunny|15.94|1019.45|41
Kangaroo Point|-27.46,153.03,2|2017-08-28 10:00:00|Sunny|18.61|1019.26|35
Kangaroo Point|-27.46,153.03,2|2017-08-28 11:00:00|Sunny|20.32|1018.5|31
Kangaroo Point|-27.46,153.03,2|2017-08-28 12:00:00|Sunny|21.57|1017.39|27
Kangaroo Point|-27.46,153.03,2|2017-08-28 13:00:00|Sunny|22.35|1016.58|25
Kangaroo Point|-27.46,153.03,2|2017-08-28 14:00:00|Sunny|22.79|1016.23|23
West Melbourne|-37.8,144.92,3|2017-08-26 14:00:00|Rain|15.03|1021.91|56
West Melbourne|-37.8,144.92,3|2017-08-26 15:00:00|Rain|14.63|1021.38|57
West Melbourne|-37.8,144.92,3|2017-08-26 16:00:00|Rain|14.04|1020.97|61
West Melbourne|-37.8,144.92,3|2017-08-26 17:00:00|Rain|13.23|1020.86|63
West Melbourne|-37.8,144.92,3|2017-08-26 18:00:00|Rain|12.49|1020.9|65
West Melbourne|-37.8,144.92,3|2017-08-26 19:00:00|Rain|11.9|1020.88|67
West Melbourne|-37.8,144.92,3|2017-08-26 20:00:00|Rain|11.49|1020.73|68
West Melbourne|-37.8,144.92,3|2017-08-26 21:00:00|Rain|11.01|1020.54|71
West Melbourne|-37.8,144.92,3|2017-08-26 22:00:00|Rain|10.41|1020.27|74
West Melbourne|-37.8,144.92,3|2017-08-26 23:00:00|Rain|9.89|1019.87|76
West Melbourne|-37.8,144.92,3|2017-08-27 00:00:00|Rain|9.52|1019.42|79
West Melbourne|-37.8,144.92,3|2017-08-27 01:00:00|Rain|9.21|1019.2|81
West Melbourne|-37.8,144.92,3|2017-08-27 02:00:00|Rain|8.78|1019.36|82
West Melbourne|-37.8,144.92,3|2017-08-27 03:00:00|Rain|8.16|1019.74|84
West Melbourne|-37.8,144.92,3|2017-08-27 04:00:00|Rain|7.79|1020.26|83
West Melbourne|-37.8,144.92,3|2017-08-27 05:00:00|Rain|7.61|1020.93|80
West Melbourne|-37.8,144.92,3|2017-08-27 06:00:00|Rain|7.58|1021.74|74
West Melbourne|-37.8,144.92,3|2017-08-27 07:00:00|Rain|8.01|1022.5|68
West Melbourne|-37.8,144.92,3|2017-08-27 08:00:00|Rain|8.84|1023.12|62
West Melbourne|-37.8,144.92,3|2017-08-27 09:00:00|Rain|9.87|1023.67|57
West Melbourne|-37.8,144.92,3|2017-08-27 10:00:00|Rain|10.52|1024.06|55
West Melbourne|-37.8,144.92,3|2017-08-27 11:00:00|Rain|10.81|1024.14|54
West Melbourne|-37.8,144.92,3|2017-08-27 12:00:00|Rain|10.69|1024.04|54
West Melbourne|-37.8,144.92,3|2017-08-27 13:00:00|Rain|10.5|1023.97|55
West Melbourne|-37.8,144.92,3|2017-08-27 14:00:00|Rain|10.27|1024|56
West Melbourne|-37.8,144.92,3|2017-08-27 15:00:00|Rain|10.03|1024.09|56
West Melbourne|-37.8,144.92,3|2017-08-27 16:00:00|Rain|9.67|1024.32|59
West Melbourne|-37.8,144.92,3|2017-08-27 17:00:00|Rain|9.24|1024.77|61
West Melbourne|-37.8,144.92,3|2017-08-27 18:00:00|Rain|8.75|1025.32|62
West Melbourne|-37.8,144.92,3|2017-08-27 19:00:00|Rain|8.42|1025.78|64
West Melbourne|-37.8,144.92,3|2017-08-27 20:00:00|Rain|8.22|1026.08|66
West Melbourne|-37.8,144.92,3|2017-08-27 21:00:00|Rain|8|1026.33|69
West Melbourne|-37.8,144.92,3|2017-08-27 22:00:00|Rain|7.67|1026.44|73
West Melbourne|-37.8,144.92,3|2017-08-27 23:00:00|Rain|7.35|1026.38|75
West Melbourne|-37.8,144.92,3|2017-08-28 00:00:00|Rain|7.13|1026.23|77
West Melbourne|-37.8,144.92,3|2017-08-28 01:00:00|Rain|7.03|1026.07|77
West Melbourne|-37.8,144.92,3|2017-08-28 02:00:00|Rain|7.01|1025.87|77
West Melbourne|-37.8,144.92,3|2017-08-28 03:00:00|Rain|6.92|1025.66|76
West Melbourne|-37.8,144.92,3|2017-08-28 04:00:00|Rain|6.83|1025.58|76
West Melbourne|-37.8,144.92,3|2017-08-28 05:00:00|Rain|6.8|1025.76|76
West Melbourne|-37.8,144.92,3|2017-08-28 06:00:00|Rain|6.89|1026.05|76
West Melbourne|-37.8,144.92,3|2017-08-28 07:00:00|Rain|7.23|1026.35|75
West Melbourne|-37.8,144.92,3|2017-08-28 08:00:00|Rain|7.79|1026.64|74
West Melbourne|-37.8,144.92,3|2017-08-28 09:00:00|Rain|8.44|1026.94|73
West Melbourne|-37.8,144.92,3|2017-08-28 10:00:00|Rain|9.09|1027.04|72
West Melbourne|-37.8,144.92,3|2017-08-28 11:00:00|Rain|9.81|1026.76|69
West Melbourne|-37.8,144.92,3|2017-08-28 12:00:00|Rain|10.5|1026.3|67
West Melbourne|-37.8,144.92,3|2017-08-28 13:00:00|Rain|11.17|1025.87|64
West Melbourne|-37.8,144.92,3|2017-08-28 14:00:00|Rain|11.57|1025.49|62
North Melbourne|-37.79,144.94,10|2017-08-26 14:00:00|Rain|14.45|1021.92|57
North Melbourne|-37.79,144.94,10|2017-08-26 15:00:00|Rain|14.14|1021.39|60
North Melbourne|-37.79,144.94,10|2017-08-26 16:00:00|Rain|13.63|1020.98|62
North Melbourne|-37.79,144.94,10|2017-08-26 17:00:00|Rain|12.92|1020.88|64
North Melbourne|-37.79,144.94,10|2017-08-26 18:00:00|Rain|12.28|1020.93|66
North Melbourne|-37.79,144.94,10|2017-08-26 19:00:00|Rain|11.83|1020.92|67
North Melbourne|-37.79,144.94,10|2017-08-26 20:00:00|Rain|11.56|1020.77|68
North Melbourne|-37.79,144.94,10|2017-08-26 21:00:00|Rain|11.14|1020.59|69
North Melbourne|-37.79,144.94,10|2017-08-26 22:00:00|Rain|10.54|1020.31|72
North Melbourne|-37.79,144.94,10|2017-08-26 23:00:00|Rain|9.98|1019.91|75
North Melbourne|-37.79,144.94,10|2017-08-27 00:00:00|Rain|9.54|1019.44|78
North Melbourne|-37.79,144.94,10|2017-08-27 01:00:00|Rain|9.17|1019.21|80
North Melbourne|-37.79,144.94,10|2017-08-27 02:00:00|Rain|8.68|1019.36|82
North Melbourne|-37.79,144.94,10|2017-08-27 03:00:00|Rain|7.98|1019.73|84
North Melbourne|-37.79,144.94,10|2017-08-27 04:00:00|Rain|7.56|1020.24|84
North Melbourne|-37.79,144.94,10|2017-08-27 05:00:00|Rain|7.33|1020.9|81
North Melbourne|-37.79,144.94,10|2017-08-27 06:00:00|Rain|7.27|1021.72|75
North Melbourne|-37.79,144.94,10|2017-08-27 07:00:00|Rain|7.67|1022.48|69
North Melbourne|-37.79,144.94,10|2017-08-27 08:00:00|Rain|8.47|1023.11|64
North Melbourne|-37.79,144.94,10|2017-08-27 09:00:00|Rain|9.43|1023.65|59
North Melbourne|-37.79,144.94,10|2017-08-27 10:00:00|Rain|9.97|1024.03|56
North Melbourne|-37.79,144.94,10|2017-08-27 11:00:00|Rain|10.17|1024.12|55
North Melbourne|-37.79,144.94,10|2017-08-27 12:00:00|Rain|10.03|1024.02|56
North Melbourne|-37.79,144.94,10|2017-08-27 13:00:00|Rain|9.88|1023.94|56
North Melbourne|-37.79,144.94,10|2017-08-27 14:00:00|Rain|9.76|1023.98|57
North Melbourne|-37.79,144.94,10|2017-08-27 15:00:00|Rain|9.59|1024.07|59
North Melbourne|-37.79,144.94,10|2017-08-27 16:00:00|Rain|9.31|1024.3|60
North Melbourne|-37.79,144.94,10|2017-08-27 17:00:00|Rain|8.92|1024.75|62
North Melbourne|-37.79,144.94,10|2017-08-27 18:00:00|Rain|8.52|1025.31|63
North Melbourne|-37.79,144.94,10|2017-08-27 19:00:00|Rain|8.31|1025.77|64
North Melbourne|-37.79,144.94,10|2017-08-27 20:00:00|Rain|8.21|1026.07|66
North Melbourne|-37.79,144.94,10|2017-08-27 21:00:00|Rain|8.06|1026.32|69
North Melbourne|-37.79,144.94,10|2017-08-27 22:00:00|Rain|7.71|1026.42|72
North Melbourne|-37.79,144.94,10|2017-08-27 23:00:00|Rain|7.33|1026.37|75
North Melbourne|-37.79,144.94,10|2017-08-28 00:00:00|Rain|7.07|1026.22|77
North Melbourne|-37.79,144.94,10|2017-08-28 01:00:00|Rain|6.92|1026.06|78
North Melbourne|-37.79,144.94,10|2017-08-28 02:00:00|Rain|6.84|1025.87|78
North Melbourne|-37.79,144.94,10|2017-08-28 03:00:00|Rain|6.69|1025.66|78
North Melbourne|-37.79,144.94,10|2017-08-28 04:00:00|Rain|6.49|1025.58|78
North Melbourne|-37.79,144.94,10|2017-08-28 05:00:00|Rain|6.39|1025.76|79
North Melbourne|-37.79,144.94,10|2017-08-28 06:00:00|Rain|6.42|1026.05|79
North Melbourne|-37.79,144.94,10|2017-08-28 07:00:00|Rain|6.72|1026.34|78
North Melbourne|-37.79,144.94,10|2017-08-28 08:00:00|Rain|7.21|1026.64|77
North Melbourne|-37.79,144.94,10|2017-08-28 09:00:00|Rain|7.8|1026.94|76
North Melbourne|-37.79,144.94,10|2017-08-28 10:00:00|Rain|8.37|1027.04|75
North Melbourne|-37.79,144.94,10|2017-08-28 11:00:00|Rain|9.06|1026.75|73
North Melbourne|-37.79,144.94,10|2017-08-28 12:00:00|Rain|9.76|1026.3|70
North Melbourne|-37.79,144.94,10|2017-08-28 13:00:00|Rain|10.51|1025.86|67
North Melbourne|-37.79,144.94,10|2017-08-28 14:00:00|Rain|11.01|1025.48|64
Paddington|-27.46,153.0,29|2017-08-26 14:00:00|Sunny|22.85|1019.76|38
Paddington|-27.46,153.0,29|2017-08-26 15:00:00|Sunny|22.47|1019.44|39
Paddington|-27.46,153.0,29|2017-08-26 16:00:00|Sunny|21.74|1019.36|42
Paddington|-27.46,153.0,29|2017-08-26 17:00:00|Sunny|20.39|1019.6|47
Paddington|-27.46,153.0,29|2017-08-26 18:00:00|Sunny|18.52|1020.12|55
Paddington|-27.46,153.0,29|2017-08-26 19:00:00|Sunny|16.62|1020.6|64
Paddington|-27.46,153.0,29|2017-08-26 20:00:00|Sunny|15.33|1021.01|71
Paddington|-27.46,153.0,29|2017-08-26 21:00:00|Sunny|14.24|1021.39|78
Paddington|-27.46,153.0,29|2017-08-26 22:00:00|Sunny|13.25|1021.6|84
Paddington|-27.46,153.0,29|2017-08-26 23:00:00|Sunny|12.53|1021.56|87
Paddington|-27.46,153.0,29|2017-08-27 00:00:00|Sunny|12.23|1021.35|86
Paddington|-27.46,153.0,29|2017-08-27 01:00:00|Rain|12.41|1021.06|83
Paddington|-27.46,153.0,29|2017-08-27 02:00:00|Rain|12.67|1020.65|80
Paddington|-27.46,153.0,29|2017-08-27 03:00:00|Rain|12.67|1020.2|79
Paddington|-27.46,153.0,29|2017-08-27 04:00:00|Rain|12.32|1019.93|80
Paddington|-27.46,153.0,29|2017-08-27 05:00:00|Rain|11.81|1020.12|82
Paddington|-27.46,153.0,29|2017-08-27 06:00:00|Rain|11.53|1020.53|84
Paddington|-27.46,153.0,29|2017-08-27 07:00:00|Rain|12.2|1020.74|80
Paddington|-27.46,153.0,29|2017-08-27 08:00:00|Rain|14.33|1020.74|72
Paddington|-27.46,153.0,29|2017-08-27 09:00:00|Sunny|17.33|1020.54|62
Paddington|-27.46,153.0,29|2017-08-27 10:00:00|Sunny|19.78|1020.06|54
Paddington|-27.46,153.0,29|2017-08-27 11:00:00|Sunny|21.51|1019.2|47
Paddington|-27.46,153.0,29|2017-08-27 12:00:00|Sunny|22.56|1018.02|41
Paddington|-27.46,153.0,29|2017-08-27 13:00:00|Rain|22.88|1017.07|38
Paddington|-27.46,153.0,29|2017-08-27 14:00:00|Rain|22.28|1016.37|40
Paddington|-27.46,153.0,29|2017-08-27 15:00:00|Rain|21.19|1015.86|43
Paddington|-27.46,153.0,29|2017-08-27 16:00:00|Rain|20|1015.66|47
Paddington|-27.46,153.0,29|2017-08-27 17:00:00|Rain|18.98|1015.86|50
Paddington|-27.46,153.0,29|2017-08-27 18:00:00|Rain|17.69|1016.37|53
Paddington|-27.46,153.0,29|2017-08-27 19:00:00|Rain|16.34|1016.83|56
Paddington|-27.46,153.0,29|2017-08-27 20:00:00|Rain|14.95|1017.22|57
Paddington|-27.46,153.0,29|2017-08-27 21:00:00|Rain|13.52|1017.58|59
Paddington|-27.46,153.0,29|2017-08-27 22:00:00|Rain|12.19|1017.77|60
Paddington|-27.46,153.0,29|2017-08-27 23:00:00|Rain|11.12|1017.69|61
Paddington|-27.46,153.0,29|2017-08-28 00:00:00|Sunny|10.48|1017.43|61
Paddington|-27.46,153.0,29|2017-08-28 01:00:00|Sunny|10.31|1017.22|59
Paddington|-27.46,153.0,29|2017-08-28 02:00:00|Sunny|10.3|1017.07|57
Paddington|-27.46,153.0,29|2017-08-28 03:00:00|Sunny|10.23|1016.96|56
Paddington|-27.46,153.0,29|2017-08-28 04:00:00|Sunny|10|1017.07|56
Paddington|-27.46,153.0,29|2017-08-28 05:00:00|Sunny|9.61|1017.64|57
Paddington|-27.46,153.0,29|2017-08-28 06:00:00|Sunny|9.43|1018.42|57
Paddington|-27.46,153.0,29|2017-08-28 07:00:00|Sunny|10.33|1019.03|54
Paddington|-27.46,153.0,29|2017-08-28 08:00:00|Sunny|12.87|1019.34|47
Paddington|-27.46,153.0,29|2017-08-28 09:00:00|Sunny|16.28|1019.47|40
Paddington|-27.46,153.0,29|2017-08-28 10:00:00|Sunny|19.2|1019.27|34
Paddington|-27.46,153.0,29|2017-08-28 11:00:00|Sunny|20.94|1018.51|28
Paddington|-27.46,153.0,29|2017-08-28 12:00:00|Sunny|22.08|1017.4|26
Paddington|-27.46,153.0,29|2017-08-28 13:00:00|Sunny|22.69|1016.58|24
Paddington|-27.46,153.0,29|2017-08-28 14:00:00|Sunny|23.03|1016.23|23
Newcastle|-32.92,151.77,13|2017-08-26 14:00:00|Sunny|19.57|1021.7|46
Newcastle|-32.92,151.77,13|2017-08-26 15:00:00|Sunny|19.01|1021.07|48
Newcastle|-32.92,151.77,13|2017-08-26 16:00:00|Sunny|18.06|1020.63|52
Newcastle|-32.92,151.77,13|2017-08-26 17:00:00|Sunny|16.74|1020.52|56
Newcastle|-32.92,151.77,13|2017-08-26 18:00:00|Sunny|15.31|1020.65|63
Newcastle|-32.92,151.77,13|2017-08-26 19:00:00|Sunny|14.12|1020.78|69
Newcastle|-32.92,151.77,13|2017-08-26 20:00:00|Sunny|13.47|1020.91|73
Newcastle|-32.92,151.77,13|2017-08-26 21:00:00|Sunny|12.97|1021.05|75
Newcastle|-32.92,151.77,13|2017-08-26 22:00:00|Sunny|12.34|1021.05|77
Newcastle|-32.92,151.77,13|2017-08-26 23:00:00|Sunny|11.47|1020.77|78
Newcastle|-32.92,151.77,13|2017-08-27 00:00:00|Sunny|10.45|1020.35|77
Newcastle|-32.92,151.77,13|2017-08-27 01:00:00|Sunny|9.63|1019.91|76
Newcastle|-32.92,151.77,13|2017-08-27 02:00:00|Rain|9.21|1019.37|77
Newcastle|-32.92,151.77,13|2017-08-27 03:00:00|Rain|9.11|1018.8|77
Newcastle|-32.92,151.77,13|2017-08-27 04:00:00|Rain|8.92|1018.44|77
Newcastle|-32.92,151.77,13|2017-08-27 05:00:00|Rain|8.97|1018.42|75
Newcastle|-32.92,151.77,13|2017-08-27 06:00:00|Rain|9.25|1018.59|73
Newcastle|-32.92,151.77,13|2017-08-27 07:00:00|Rain|10.11|1018.67|68
Newcastle|-32.92,151.77,13|2017-08-27 08:00:00|Rain|11.66|1018.66|62
Newcastle|-32.92,151.77,13|2017-08-27 09:00:00|Rain|13.59|1018.57|55
Newcastle|-32.92,151.77,13|2017-08-27 10:00:00|Rain|15.27|1018.23|50
Newcastle|-32.92,151.77,13|2017-08-27 11:00:00|Rain|16.77|1017.49|45
Newcastle|-32.92,151.77,13|2017-08-27 12:00:00|Rain|18.03|1016.52|41
Newcastle|-32.92,151.77,13|2017-08-27 13:00:00|Rain|18.77|1015.72|39
Newcastle|-32.92,151.77,13|2017-08-27 14:00:00|Rain|19.02|1015.19|38
Newcastle|-32.92,151.77,13|2017-08-27 15:00:00|Rain|18.78|1014.86|40
Newcastle|-32.92,151.77,13|2017-08-27 16:00:00|Rain|18.04|1014.85|42
Newcastle|-32.92,151.77,13|2017-08-27 17:00:00|Rain|16.39|1015.32|49
Newcastle|-32.92,151.77,13|2017-08-27 18:00:00|Rain|14.38|1016.13|60
Newcastle|-32.92,151.77,13|2017-08-27 19:00:00|Rain|12.68|1016.89|69
Newcastle|-32.92,151.77,13|2017-08-27 20:00:00|Rain|11.58|1017.53|74
Newcastle|-32.92,151.77,13|2017-08-27 21:00:00|Rain|10.92|1018.09|76
Newcastle|-32.92,151.77,13|2017-08-27 22:00:00|Rain|10.4|1018.54|75
Newcastle|-32.92,151.77,13|2017-08-27 23:00:00|Rain|9.87|1018.71|75
Newcastle|-32.92,151.77,13|2017-08-28 00:00:00|Rain|9.3|1018.75|73
Newcastle|-32.92,151.77,13|2017-08-28 01:00:00|Rain|8.73|1018.7|73
Newcastle|-32.92,151.77,13|2017-08-28 02:00:00|Rain|8.18|1018.56|74
Newcastle|-32.92,151.77,13|2017-08-28 03:00:00|Rain|7.78|1018.33|74
Newcastle|-32.92,151.77,13|2017-08-28 04:00:00|Rain|7.72|1018.33|74
Newcastle|-32.92,151.77,13|2017-08-28 05:00:00|Rain|7.96|1018.65|72
Newcastle|-32.92,151.77,13|2017-08-28 06:00:00|Rain|8.46|1019.18|68
Newcastle|-32.92,151.77,13|2017-08-28 07:00:00|Sunny|9.32|1019.65|65
Newcastle|-32.92,151.77,13|2017-08-28 08:00:00|Sunny|10.66|1020|60
Newcastle|-32.92,151.77,13|2017-08-28 09:00:00|Sunny|12.21|1020.29|56
Newcastle|-32.92,151.77,13|2017-08-28 10:00:00|Sunny|13.56|1020.36|53
Newcastle|-32.92,151.77,13|2017-08-28 11:00:00|Sunny|14.61|1020.05|51
Newcastle|-32.92,151.77,13|2017-08-28 12:00:00|Sunny|15.52|1019.49|50
Newcastle|-32.92,151.77,13|2017-08-28 13:00:00|Sunny|15.94|1019.12|50
Newcastle|-32.92,151.77,13|2017-08-28 14:00:00|Sunny|16.07|1019.05|50
Carlton|-37.8,144.96,45|2017-08-26 14:00:00|Rain|14.01|1021.91|59
Carlton|-37.8,144.96,45|2017-08-26 15:00:00|Rain|13.74|1021.39|61
Carlton|-37.8,144.96,45|2017-08-26 16:00:00|Rain|13.25|1020.98|63
Carlton|-37.8,144.96,45|2017-08-26 17:00:00|Rain|12.57|1020.88|65
Carlton|-37.8,144.96,45|2017-08-26 18:00:00|Rain|11.97|1020.93|67
Carlton|-37.8,144.96,45|2017-08-26 19:00:00|Rain|11.58|1020.92|68
Carlton|-37.8,144.96,45|2017-08-26 20:00:00|Rain|11.36|1020.77|69
Carlton|-37.8,144.96,45|2017-08-26 21:00:00|Rain|10.97|1020.59|70
Carlton|-37.8,144.96,45|2017-08-26 22:00:00|Rain|10.39|1020.31|73
Carlton|-37.8,144.96,45|2017-08-26 23:00:00|Rain|9.84|1019.91|76
Carlton|-37.8,144.96,45|2017-08-27 00:00:00|Rain|9.38|1019.44|79
Carlton|-37.8,144.96,45|2017-08-27 01:00:00|Rain|9|1019.2|81
Carlton|-37.8,144.96,45|2017-08-27 02:00:00|Rain|8.49|1019.35|83
Carlton|-37.8,144.96,45|2017-08-27 03:00:00|Rain|7.77|1019.71|86
Carlton|-37.8,144.96,45|2017-08-27 04:00:00|Rain|7.33|1020.21|85
Carlton|-37.8,144.96,45|2017-08-27 05:00:00|Rain|7.08|1020.88|82
Carlton|-37.8,144.96,45|2017-08-27 06:00:00|Rain|7|1021.7|77
Carlton|-37.8,144.96,45|2017-08-27 07:00:00|Rain|7.38|1022.46|70
Carlton|-37.8,144.96,45|2017-08-27 08:00:00|Rain|8.16|1023.09|65
Carlton|-37.8,144.96,45|2017-08-27 09:00:00|Rain|9.07|1023.63|60
Carlton|-37.8,144.96,45|2017-08-27 10:00:00|Rain|9.58|1024.01|56
Carlton|-37.8,144.96,45|2017-08-27 11:00:00|Rain|9.74|1024.1|56
Carlton|-37.8,144.96,45|2017-08-27 12:00:00|Rain|9.59|1024|57
Carlton|-37.8,144.96,45|2017-08-27 13:00:00|Rain|9.46|1023.92|59
Carlton|-37.8,144.96,45|2017-08-27 14:00:00|Rain|9.38|1023.96|59
Carlton|-37.8,144.96,45|2017-08-27 15:00:00|Rain|9.23|1024.05|60
Carlton|-37.8,144.96,45|2017-08-27 16:00:00|Rain|8.95|1024.28|61
Carlton|-37.8,144.96,45|2017-08-27 17:00:00|Rain|8.57|1024.73|63
Carlton|-37.8,144.96,45|2017-08-27 18:00:00|Rain|8.17|1025.29|64
Carlton|-37.8,144.96,45|2017-08-27 19:00:00|Rain|8|1025.76|66
Carlton|-37.8,144.96,45|2017-08-27 20:00:00|Rain|7.94|1026.06|67
Carlton|-37.8,144.96,45|2017-08-27 21:00:00|Rain|7.83|1026.3|70
Carlton|-37.8,144.96,45|2017-08-27 22:00:00|Rain|7.51|1026.41|73
Carlton|-37.8,144.96,45|2017-08-27 23:00:00|Rain|7.15|1026.35|76
Carlton|-37.8,144.96,45|2017-08-28 00:00:00|Rain|6.89|1026.2|78
Carlton|-37.8,144.96,45|2017-08-28 01:00:00|Rain|6.74|1026.05|79
Carlton|-37.8,144.96,45|2017-08-28 02:00:00|Rain|6.64|1025.85|79
Carlton|-37.8,144.96,45|2017-08-28 03:00:00|Rain|6.47|1025.65|79
Carlton|-37.8,144.96,45|2017-08-28 04:00:00|Rain|6.22|1025.56|80
Carlton|-37.8,144.96,45|2017-08-28 05:00:00|Rain|6.08|1025.75|80
Carlton|-37.8,144.96,45|2017-08-28 06:00:00|Rain|6.09|1026.04|81
Carlton|-37.8,144.96,45|2017-08-28 07:00:00|Rain|6.38|1026.33|80
Carlton|-37.8,144.96,45|2017-08-28 08:00:00|Rain|6.87|1026.63|79
Carlton|-37.8,144.96,45|2017-08-28 09:00:00|Rain|7.44|1026.93|78
Carlton|-37.8,144.96,45|2017-08-28 10:00:00|Rain|7.97|1027.03|77
Carlton|-37.8,144.96,45|2017-08-28 11:00:00|Rain|8.63|1026.74|75
Carlton|-37.8,144.96,45|2017-08-28 12:00:00|Rain|9.32|1026.29|72
Carlton|-37.8,144.96,45|2017-08-28 13:00:00|Rain|10.07|1025.86|69
Carlton|-37.8,144.96,45|2017-08-28 14:00:00|Rain|10.59|1025.47|66
Strathfield|-33.88,151.08,38|2017-08-26 14:00:00|Sunny|20.21|1021.37|40
Strathfield|-33.88,151.08,38|2017-08-26 15:00:00|Sunny|20.17|1020.69|40
Strathfield|-33.88,151.08,38|2017-08-26 16:00:00|Sunny|19.54|1020.22|42
Strathfield|-33.88,151.08,38|2017-08-26 17:00:00|Sunny|17.99|1020.14|48
Strathfield|-33.88,151.08,38|2017-08-26 18:00:00|Sunny|15.88|1020.27|56
Strathfield|-33.88,151.08,38|2017-08-26 19:00:00|Sunny|13.98|1020.45|65
Strathfield|-33.88,151.08,38|2017-08-26 20:00:00|Sunny|12.87|1020.66|69
Strathfield|-33.88,151.08,38|2017-08-26 21:00:00|Sunny|12.04|1020.89|70
Strathfield|-33.88,151.08,38|2017-08-26 22:00:00|Sunny|11.23|1020.94|71
Strathfield|-33.88,151.08,38|2017-08-26 23:00:00|Sunny|10.42|1020.65|72
Strathfield|-33.88,151.08,38|2017-08-27 00:00:00|Sunny|9.72|1020.18|72
Strathfield|-33.88,151.08,38|2017-08-27 01:00:00|Rain|9.16|1019.68|72
Strathfield|-33.88,151.08,38|2017-08-27 02:00:00|Rain|8.71|1019.11|73
Strathfield|-33.88,151.08,38|2017-08-27 03:00:00|Rain|8.27|1018.51|73
Strathfield|-33.88,151.08,38|2017-08-27 04:00:00|Rain|7.78|1018.1|75
Strathfield|-33.88,151.08,38|2017-08-27 05:00:00|Rain|7.38|1018.09|77
Strathfield|-33.88,151.08,38|2017-08-27 06:00:00|Rain|7.22|1018.29|77
Strathfield|-33.88,151.08,38|2017-08-27 07:00:00|Rain|7.83|1018.39|74
Strathfield|-33.88,151.08,38|2017-08-27 08:00:00|Rain|9.56|1018.34|66
Strathfield|-33.88,151.08,38|2017-08-27 09:00:00|Rain|11.92|1018.19|56
Strathfield|-33.88,151.08,38|2017-08-27 10:00:00|Rain|14|1017.84|49
Strathfield|-33.88,151.08,38|2017-08-27 11:00:00|Rain|15.69|1017.11|43
